Volcano Number,Volcano Name,VEI,Eruption Category,Latitude,Longitude,Country,Recoded Volcano Type,Region,Recoded Dominant Rock Type,Tectonic Setting,Elevation (m)
221020,Zubair Group,2.0,Confirmed Eruption,15.05,42.18,Yemen,Shield,Africa and Red Sea,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km),191
221020,Zubair Group,2.0,Uncertain Eruption,15.05,42.18,Yemen,Shield,Africa and Red Sea,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km),191
221020,Zubair Group,2.0,Confirmed Eruption,15.05,42.18,Yemen,Shield,Africa and Red Sea,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km),191
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,1.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,1.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,1.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,1.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,1.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,1.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,3.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,1.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,3.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,1.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,1.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,3.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,1.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,1.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,1.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,3.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,1.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,1.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,3.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,3.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,1.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,0.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,3.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,1.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,1.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Uncertain Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,1.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,1.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,1.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,3.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,1.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,1.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,3.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,1.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,1.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,1.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,1.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,1.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,1.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,1.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,1.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,3.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,1.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,,Discredited Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,1.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,3.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,1.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,1.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,3.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,1.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,3.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,0.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,3.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,3.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,1.0,Uncertain Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,0.0,Uncertain Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,3.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,3.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,4.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,,Uncertain Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,1.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,3.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,3.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Uncertain Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,1.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,3.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,,Uncertain Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,1.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,1.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,3.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,1.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,1.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,2.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
211060,Etna,1.0,Confirmed Eruption,37.748,14.999,Italy,Stratovolcano,Mediterranean and Western Asia,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),3320
